loan_id,borrower_id,disbursement_date,loan_amount_kes,loan_term_months,interest_rate,product_type,loan_officer_id,disbursement_channel
LN200670,BOR100503,2025-01-07,296000.0,9,0.183,Asset Finance,LO020,Mobile App
LN200671,BOR100503,2026-04-15,130000.0,6,0.204,Asset Finance,LO023,Mobile App
LN200672,BOR100504,2026-01-09,224000.0,18,0.187,Working Capital,LO021,Branch
LN200673,BOR100505,2025-08-21,62000.0,3,0.188,Invoice Discounting,LO011,Branch
LN200674,BOR100506,2025-04-28,293000.0,6,0.22,Working Capital,LO007,Mobile App
LN200675,BOR100506,2026-05-19,253000.0,12,0.154,Working Capital,LO015,Branch
LN200676,BOR100507,2025-11-16,890000.0,18,0.156,Asset Finance,LO005,Branch
LN200677,BOR100508,2025-03-25,24000.0,3,0.233,Working Capital,LO014,Mobile App
LN200678,BOR100509,2025-09-26,37000.0,3,0.141,Working Capital,LO017,Branch
LN200679,BOR100509,2026-07-28,42000.0,3,0.139,Invoice Discounting,LO010,Mobile App
LN200680,BOR100510,2026-07-18,42000.0,9,0.2,Asset Finance,LO025,Mobile App
LN200681,BOR100511,2025-02-26,58000.0,18,0.211,Working Capital,LO016,Branch
LN200682,BOR100512,2025-07-05,55000.0,18,0.21,Working Capital,LO025,Branch
LN200683,BOR100512,2025-11-10,40000.0,12,0.234,Invoice Discounting,LO013,Partner Referral
LN200684,BOR100512,2026-06-09,22000.0,3,0.133,Working Capital,LO020,Mobile App
LN200685,BOR100513,2026-07-19,50000.0,9,0.19,Asset Finance,LO022,Branch
LN200686,BOR100514,2025-12-28,47000.0,3,0.172,Asset Finance,LO004,Partner Referral
LN200687,BOR100515,2025-05-25,103000.0,12,0.157,Invoice Discounting,LO023,Partner Referral
LN200688,BOR100516,2025-03-21,49000.0,6,0.189,Working Capital,LO003,Mobile App
LN200689,BOR100517,2025-10-22,162000.0,6,0.235,Working Capital,LO008,Partner Referral
LN200690,BOR100517,2026-07-10,174000.0,3,0.131,Invoice Discounting,LO009,Partner Referral
LN200691,BOR100518,2025-06-10,101000.0,9,0.201,Working Capital,LO012,Branch
LN200692,BOR100518,2026-03-22,73000.0,12,0.196,Working Capital,LO001,Mobile App
LN200693,BOR100518,2026-06-11,145000.0,9,0.201,Working Capital,LO001,Branch
LN200694,BOR100519,2025-11-05,161000.0,9,0.149,Asset Finance,LO002,Partner Referral
LN200695,BOR100520,2025-01-07,68000.0,9,0.206,Working Capital,LO016,Mobile App
LN200696,BOR100521,2025-12-15,202000.0,3,0.206,Asset Finance,LO004,Mobile App
LN200697,BOR100522,2025-10-25,91000.0,12,0.183,Invoice Discounting,LO021,Branch
LN200698,BOR100523,2026-03-11,32000.0,12,0.179,Working Capital,LO019,Mobile App
LN200699,BOR100524,2026-04-14,51000.0,6,0.143,Asset Finance,LO009,Branch
LN200700,BOR100525,2026-04-24,30000.0,6,0.238,Invoice Discounting,LO005,Mobile App
LN200701,BOR100526,2025-05-18,44000.0,3,0.173,Asset Finance,LO018,Mobile App
LN200702,BOR100526,2025-12-06,58000.0,9,0.208,Asset Finance,LO010,Branch
LN200703,BOR100527,2026-07-03,75000.0,3,0.234,Asset Finance,LO012,Branch
LN200705,BOR100528,2026-02-03,29000.0,9,0.189,Working Capital,LO006,Partner Referral
LN200706,BOR100528,2026-07-30,39000.0,9,0.227,Working Capital,LO025,Partner Referral
LN200708,BOR100529,2025-10-21,382000.0,3,0.222,Working Capital,LO011,Partner Referral
LN200709,BOR100530,2025-10-19,131000.0,12,0.126,Invoice Discounting,LO017,Partner Referral
LN200710,BOR100531,2026-01-03,233000.0,6,0.129,Asset Finance,LO010,Branch
LN200711,BOR100532,2026-07-05,37000.0,12,0.236,Invoice Discounting,LO025,Partner Referral
LN200713,BOR100533,2025-11-05,61000.0,9,0.168,Working Capital,LO003,Branch
LN200714,BOR100534,2025-08-23,55000.0,6,0.121,Invoice Discounting,LO012,Partner Referral
LN200715,BOR100535,2026-05-11,67000.0,6,0.208,Working Capital,LO017,Branch
LN200716,BOR100536,2025-02-03,20000.0,6,0.146,Working Capital,LO009,Mobile App
LN200717,BOR100537,2025-02-07,46000.0,6,0.211,Working Capital,LO015,Branch
LN200718,BOR100537,2026-02-03,126000.0,6,0.216,Invoice Discounting,LO016,Mobile App
LN200719,BOR100537,2026-07-31,125000.0,3,0.121,Working Capital,LO002,Partner Referral
LN200720,BOR100538,2026-02-27,138000.0,9,0.149,Working Capital,LO007,Branch
LN200721,BOR100539,2025-05-25,138000.0,6,0.141,Working Capital,LO001,Branch
LN200722,BOR100539,2026-03-26,102000.0,9,0.181,Working Capital,LO001,Mobile App
LN200723,BOR100540,2026-07-27,67000.0,12,0.227,Invoice Discounting,LO017,Partner Referral
LN200724,BOR100541,2025-05-19,27000.0,6,0.192,Invoice Discounting,LO024,Mobile App
LN200725,BOR100542,2025-02-01,129000.0,3,0.125,Working Capital,LO014,Branch
LN200726,BOR100542,2025-12-18,60000.0,6,0.198,Working Capital,LO010,Mobile App
LN200727,BOR100543,2026-02-05,111000.0,9,0.213,Asset Finance,LO005,Mobile App
LN200728,BOR100544,2025-03-04,90000.0,12,0.182,Asset Finance,LO010,Mobile App
LN200729,BOR100545,2026-01-17,177000.0,3,0.146,Asset Finance,LO017,Mobile App
LN200730,BOR100546,2026-06-06,49000.0,3,0.193,Working Capital,LO021,Mobile App
LN200731,BOR100547,2025-01-11,81000.0,3,0.203,Working Capital,LO002,Mobile App
LN200732,BOR100548,2026-02-27,124000.0,3,0.212,Asset Finance,LO020,Mobile App
LN200733,BOR100548,2026-07-19,79000.0,18,0.123,Working Capital,LO016,Mobile App
LN200734,BOR100549,2025-02-24,158000.0,12,0.174,Invoice Discounting,LO023,Mobile App
LN200735,BOR100550,2026-05-05,74000.0,6,0.215,Working Capital,LO023,Mobile App
LN200736,BOR100551,2026-07-06,100000.0,3,0.177,Invoice Discounting,LO018,Partner Referral
LN200738,BOR100552,2026-07-12,230000.0,3,0.145,Working Capital,LO015,Partner Referral
LN200739,BOR100553,2025-11-16,168000.0,3,0.204,Working Capital,LO016,Mobile App
LN200740,BOR100554,2025-07-28,391000.0,9,0.182,Working Capital,LO005,Mobile App
LN200741,BOR100555,2025-10-17,24000.0,18,0.171,Working Capital,LO015,Branch
LN200742,BOR100556,2025-01-01,140000.0,3,0.199,Invoice Discounting,LO007,Mobile App
LN200743,BOR100557,2025-05-25,59000.0,12,0.162,Invoice Discounting,LO024,Mobile App
LN200744,BOR100558,2025-05-18,135000.0,3,0.21,Working Capital,LO015,Mobile App
LN200745,BOR100559,2026-03-24,24000.0,6,0.228,Asset Finance,LO009,Partner Referral
LN200747,BOR100560,2026-07-10,23000.0,18,0.144,Asset Finance,LO020,Branch
LN200748,BOR100561,2025-12-26,143000.0,6,0.158,Asset Finance,LO015,Partner Referral
LN200749,BOR100562,2025-12-03,45000.0,6,0.157,Invoice Discounting,LO016,Branch
LN200750,BOR100563,2025-07-23,109000.0,3,0.191,Invoice Discounting,LO003,Mobile App
LN200751,BOR100564,2025-03-31,78000.0,3,0.181,Asset Finance,LO025,Mobile App
LN200752,BOR100565,2025-08-22,34000.0,12,0.154,Working Capital,LO013,Mobile App
LN200753,BOR100566,2025-08-08,158000.0,3,0.189,Invoice Discounting,LO018,Mobile App
LN200754,BOR100566,2025-11-20,136000.0,3,0.186,Invoice Discounting,LO025,Partner Referral
LN200755,BOR100567,2025-01-03,107000.0,9,0.209,Working Capital,LO006,Mobile App
LN200756,BOR100567,2025-05-26,60000.0,6,0.237,Working Capital,LO009,Mobile App
LN200757,BOR100568,2025-02-14,154000.0,3,0.207,Asset Finance,LO010,Mobile App
LN200758,BOR100569,2025-12-03,576000.0,3,0.221,Asset Finance,LO009,Mobile App
LN200759,BOR100569,2026-06-28,735000.0,3,0.192,Working Capital,LO025,Partner Referral
LN200761,BOR100570,2025-10-21,88000.0,6,0.162,Working Capital,LO021,Mobile App
LN200762,BOR100570,2026-04-06,91000.0,6,0.14,Working Capital,LO005,Mobile App
LN200763,BOR100571,2025-08-04,58000.0,3,0.156,Asset Finance,LO010,Mobile App
LN200764,BOR100571,2025-12-31,178000.0,6,0.181,Working Capital,LO025,Mobile App
LN200765,BOR100572,2025-07-21,64000.0,9,0.152,Working Capital,LO024,Branch
LN200766,BOR100573,2026-06-27,26000.0,18,0.136,Working Capital,LO008,Partner Referral
LN200767,BOR100574,2026-04-30,394000.0,9,0.207,Asset Finance,LO022,Mobile App
LN200768,BOR100575,2025-11-06,53000.0,9,0.184,Invoice Discounting,LO024,Mobile App
LN200769,BOR100575,2026-05-07,41000.0,9,0.177,Asset Finance,LO018,Mobile App
LN200771,BOR100576,2025-01-21,59000.0,3,0.17,Working Capital,LO018,Partner Referral
LN200772,BOR100576,2025-08-21,62000.0,6,0.237,Working Capital,LO020,Mobile App
LN200773,BOR100576,2026-07-26,73000.0,9,0.168,Working Capital,LO021,Partner Referral
LN200774,BOR100577,2025-06-22,73000.0,12,0.216,Working Capital,LO003,Mobile App
LN200775,BOR100578,2025-05-25,118000.0,9,0.182,Working Capital,LO014,Mobile App
LN200776,BOR100578,2025-12-21,129000.0,9,0.204,Invoice Discounting,LO023,Mobile App
LN200777,BOR100579,2026-04-25,29000.0,3,0.196,Asset Finance,LO003,Branch
LN200778,BOR100580,2026-05-18,53000.0,3,0.237,Invoice Discounting,LO020,Partner Referral
LN200779,BOR100581,2026-03-22,183000.0,6,0.234,Asset Finance,LO013,Mobile App
LN200781,BOR100582,2025-09-10,22000.0,12,0.172,Working Capital,LO008,Partner Referral
LN200782,BOR100583,2025-06-17,24000.0,3,0.131,Working Capital,LO012,Mobile App
LN200783,BOR100584,2025-05-14,101000.0,18,0.166,Working Capital,LO008,Partner Referral
LN200784,BOR100585,2025-10-11,89000.0,9,0.208,Invoice Discounting,LO013,Branch
LN200785,BOR100586,2026-07-07,50000.0,12,0.137,Working Capital,LO002,Branch
LN200786,BOR100587,2026-03-19,40000.0,6,0.177,Working Capital,LO001,Partner Referral
LN200787,BOR100587,2026-07-10,26000.0,6,0.179,Working Capital,LO002,Mobile App
LN200788,BOR100588,2026-04-02,49000.0,9,0.185,Working Capital,LO001,Partner Referral
LN200789,BOR100588,2026-07-25,33000.0,12,0.18,Invoice Discounting,LO023,Mobile App
LN200790,BOR100589,2026-07-12,46000.0,9,0.208,Working Capital,LO005,Mobile App
LN200792,BOR100590,2026-01-18,97000.0,3,0.125,Asset Finance,LO019,Branch
LN200793,BOR100590,2026-07-31,349000.0,3,0.134,Working Capital,LO009,Mobile App
LN200794,BOR100591,2026-04-01,59000.0,3,0.195,Invoice Discounting,LO001,Partner Referral
LN200795,BOR100592,2026-06-03,117000.0,6,0.188,Working Capital,LO020,Branch
LN200796,BOR100593,2026-07-27,142000.0,3,0.12,Working Capital,LO007,Branch
LN200797,BOR100594,2025-06-10,20000.0,3,0.204,Asset Finance,LO015,Partner Referral
LN200798,BOR100594,2026-05-05,26000.0,9,0.207,Asset Finance,LO022,Mobile App
LN200799,BOR100595,2026-03-03,271000.0,6,0.16,Working Capital,LO018,Branch
LN200800,BOR100596,2025-06-09,36000.0,3,0.168,Invoice Discounting,LO025,Mobile App
LN200801,BOR100597,2025-06-23,169000.0,6,0.126,Working Capital,LO022,Mobile App
LN200802,BOR100598,2025-08-13,178000.0,18,0.158,Asset Finance,LO011,Mobile App
LN200803,BOR100598,2026-03-01,178000.0,6,0.22,Working Capital,LO023,Partner Referral
LN200804,BOR100599,2025-01-13,204000.0,6,0.155,Working Capital,LO007,Branch
LN200805,BOR100600,2026-02-19,118000.0,9,0.143,Invoice Discounting,LO018,Mobile App
LN200806,BOR100601,2025-03-16,25000.0,18,0.221,Working Capital,LO012,Mobile App
LN200807,BOR100601,2026-07-18,30000.0,3,0.227,Working Capital,LO008,Mobile App
LN200808,BOR100602,2025-10-16,46000.0,12,0.127,Asset Finance,LO011,Branch
LN200809,BOR100603,2026-01-20,74000.0,18,0.189,Asset Finance,LO011,Branch
LN200810,BOR100604,2025-12-20,45000.0,6,0.204,Asset Finance,LO005,Mobile App
LN200811,BOR100604,2026-05-13,109000.0,18,0.222,Asset Finance,LO013,Mobile App
LN200812,BOR100605,2025-08-19,142000.0,12,0.147,Working Capital,LO025,Branch
LN200813,BOR100606,2025-10-29,144000.0,3,0.227,Working Capital,LO001,Mobile App
LN200814,BOR100607,2026-02-07,233000.0,3,0.193,Working Capital,LO014,Partner Referral
LN200815,BOR100607,2026-05-18,242000.0,12,0.122,Asset Finance,LO025,Mobile App
LN200816,BOR100608,2026-07-05,70000.0,9,0.219,Working Capital,LO012,Mobile App
LN200818,BOR100609,2026-05-13,27000.0,9,0.199,Working Capital,LO019,Branch
LN200819,BOR100610,2025-09-08,88000.0,3,0.129,Working Capital,LO021,Mobile App
LN200820,BOR100610,2026-07-10,116000.0,6,0.148,Working Capital,LO021,Mobile App
LN200821,BOR100611,2025-01-12,143000.0,12,0.151,Asset Finance,LO024,Mobile App
LN200822,BOR100612,2025-10-29,64000.0,3,0.212,Asset Finance,LO002,Branch
LN200823,BOR100613,2025-06-28,189000.0,3,0.232,Working Capital,LO015,Branch
LN200824,BOR100614,2025-11-30,162000.0,3,0.228,Working Capital,LO018,Partner Referral
LN200825,BOR100615,2026-04-11,68000.0,9,0.144,Working Capital,LO003,Branch
LN200826,BOR100616,2026-03-29,20000.0,6,0.136,Working Capital,LO018,Mobile App
LN200827,BOR100617,2025-10-27,20000.0,3,0.207,Working Capital,LO025,Mobile App
LN200828,BOR100617,2026-02-03,40000.0,9,0.133,Working Capital,LO011,Branch
LN200829,BOR100617,2026-07-07,47000.0,3,0.154,Asset Finance,LO005,Mobile App
LN200830,BOR100618,2025-10-13,564000.0,12,0.171,Working Capital,LO002,Mobile App
LN200831,BOR100618,2026-02-04,154000.0,6,0.222,Asset Finance,LO025,Mobile App
LN200832,BOR100618,2026-05-19,554000.0,6,0.215,Working Capital,LO008,Mobile App
LN200833,BOR100619,2025-04-25,59000.0,3,0.195,Working Capital,LO024,Branch
LN200834,BOR100619,2026-01-16,98000.0,6,0.166,Asset Finance,LO001,Mobile App
LN200835,BOR100620,2026-02-02,33000.0,9,0.22,Working Capital,LO007,Mobile App
LN200836,BOR100621,2025-10-11,351000.0,3,0.237,Working Capital,LO013,Mobile App
LN200837,BOR100622,2026-05-04,53000.0,9,0.128,Working Capital,LO017,Partner Referral
LN200839,BOR100623,2026-01-03,197000.0,18,0.228,Working Capital,LO020,Mobile App
LN200840,BOR100624,2026-05-18,100000.0,12,0.126,Asset Finance,LO023,Branch
LN200841,BOR100625,2025-04-09,65000.0,9,0.122,Asset Finance,LO014,Branch
LN200842,BOR100625,2026-02-19,208000.0,6,0.141,Working Capital,LO020,Mobile App
LN200843,BOR100626,2025-05-27,167000.0,12,0.122,Invoice Discounting,LO015,Mobile App
LN200844,BOR100627,2025-07-08,82000.0,9,0.181,Invoice Discounting,LO011,Branch
LN200845,BOR100627,2026-03-04,91000.0,9,0.162,Working Capital,LO005,Branch
LN200846,BOR100628,2026-02-03,470000.0,18,0.139,Invoice Discounting,LO024,Mobile App
LN200847,BOR100629,2026-03-23,209000.0,6,0.184,Asset Finance,LO017,Mobile App
LN200849,BOR100630,2025-02-23,28000.0,12,0.129,Asset Finance,LO001,Partner Referral
LN200850,BOR100630,2026-05-24,45000.0,6,0.143,Working Capital,LO017,Mobile App
LN200851,BOR100631,2025-12-30,209000.0,6,0.188,Invoice Discounting,LO013,Mobile App
LN200852,BOR100632,2025-10-25,295000.0,9,0.171,Invoice Discounting,LO002,Mobile App
LN200853,BOR100633,2025-06-01,220000.0,6,0.172,Working Capital,LO007,Branch
LN200854,BOR100633,2026-01-01,103000.0,9,0.217,Working Capital,LO025,Branch
LN200855,BOR100634,2025-08-09,71000.0,3,0.128,Working Capital,LO021,Partner Referral
LN200856,BOR100635,2025-09-04,204000.0,12,0.134,Invoice Discounting,LO020,Mobile App
LN200857,BOR100635,2026-07-26,140000.0,12,0.143,Invoice Discounting,LO005,Mobile App
LN200858,BOR100636,2026-05-24,231000.0,6,0.235,Working Capital,LO001,Mobile App
LN200859,BOR100637,2026-03-26,595000.0,9,0.202,Invoice Discounting,LO018,Mobile App
LN200860,BOR100638,2025-05-18,44000.0,3,0.239,Asset Finance,LO007,Branch
LN200861,BOR100638,2026-03-05,62000.0,12,0.157,Invoice Discounting,LO002,Branch
LN200862,BOR100639,2026-05-22,54000.0,9,0.18,Invoice Discounting,LO020,Partner Referral
LN200864,BOR100640,2025-06-03,111000.0,6,0.137,Asset Finance,LO016,Mobile App
LN200865,BOR100641,2025-07-14,68000.0,6,0.136,Asset Finance,LO009,Partner Referral
LN200866,BOR100642,2026-02-10,39000.0,9,0.124,Working Capital,LO003,Mobile App
LN200867,BOR100642,2026-07-16,70000.0,6,0.234,Asset Finance,LO005,Branch
LN200868,BOR100643,2025-01-01,20000.0,6,0.22,Working Capital,LO019,Partner Referral
LN200869,BOR100644,2026-07-07,107000.0,12,0.178,Working Capital,LO018,Partner Referral
LN200871,BOR100645,2026-05-21,172000.0,3,0.133,Working Capital,LO013,Branch
LN200872,BOR100646,2025-09-29,62000.0,12,0.137,Invoice Discounting,LO009,Mobile App
LN200873,BOR100646,2026-03-29,83000.0,9,0.201,Invoice Discounting,LO015,Partner Referral
LN200874,BOR100647,2025-09-21,284000.0,9,0.181,Working Capital,LO013,Branch
LN200875,BOR100648,2025-08-12,41000.0,6,0.14,Working Capital,LO015,Partner Referral
LN200876,BOR100649,2025-01-12,365000.0,12,0.182,Asset Finance,LO018,Mobile App
LN200877,BOR100649,2026-03-23,232000.0,6,0.163,Invoice Discounting,LO022,Branch
LN200878,BOR100649,2026-08-01,99000.0,12,0.218,Invoice Discounting,LO010,Branch
LN200879,BOR100650,2025-03-05,68000.0,6,0.158,Invoice Discounting,LO013,Mobile App
LN200880,BOR100651,2025-11-15,251000.0,6,0.178,Asset Finance,LO005,Partner Referral
LN200881,BOR100652,2025-12-17,169000.0,3,0.196,Asset Finance,LO005,Mobile App
LN200882,BOR100652,2026-06-13,165000.0,12,0.124,Working Capital,LO012,Mobile App
LN200883,BOR100653,2025-06-24,382000.0,6,0.177,Working Capital,LO010,Mobile App
LN200884,BOR100654,2026-03-07,70000.0,6,0.239,Asset Finance,LO013,Branch
LN200885,BOR100655,2026-05-18,217000.0,3,0.218,Working Capital,LO025,Partner Referral
LN200886,BOR100656,2025-10-30,96000.0,3,0.233,Asset Finance,LO010,Mobile App
LN200887,BOR100657,2026-05-17,86000.0,3,0.19,Asset Finance,LO001,Mobile App
LN200888,BOR100658,2025-06-18,145000.0,6,0.156,Invoice Discounting,LO001,Mobile App
LN200889,BOR100659,2026-02-11,332000.0,9,0.163,Asset Finance,LO025,Mobile App
LN200890,BOR100660,2026-07-08,97000.0,6,0.203,Working Capital,LO008,Branch
LN200891,BOR100661,2025-11-01,101000.0,3,0.202,Asset Finance,LO016,Mobile App
LN200892,BOR100662,2025-07-10,306000.0,3,0.213,Asset Finance,LO011,Mobile App
LN200893,BOR100663,2026-01-03,276000.0,12,0.127,Working Capital,LO020,Branch
LN200894,BOR100663,2026-07-26,281000.0,9,0.228,Working Capital,LO012,Mobile App
LN200895,BOR100664,2025-03-03,86000.0,6,0.211,Asset Finance,LO018,Mobile App
LN200896,BOR100665,2025-08-21,20000.0,3,0.203,Working Capital,LO014,Partner Referral
LN200897,BOR100666,2026-06-04,230000.0,6,0.188,Invoice Discounting,LO004,Mobile App
LN200898,BOR100667,2025-04-26,30000.0,3,0.212,Asset Finance,LO009,Partner Referral
LN200899,BOR100668,2026-05-28,234000.0,12,0.127,Working Capital,LO006,Mobile App
LN200900,BOR100668,2026-07-31,340000.0,6,0.235,Invoice Discounting,LO009,Branch
LN200901,BOR100669,2025-06-22,85000.0,3,0.168,Working Capital,LO010,Mobile App
LN200902,BOR100670,2025-10-03,276000.0,3,0.231,Asset Finance,LO007,Branch
LN200903,BOR100671,2026-02-15,83000.0,18,0.171,Asset Finance,LO016,Partner Referral
LN200904,BOR100672,2025-12-23,42000.0,9,0.164,Working Capital,LO020,Mobile App
LN200905,BOR100673,2025-06-20,98000.0,12,0.151,Invoice Discounting,LO017,Branch
LN200906,BOR100674,2026-04-01,131000.0,3,0.194,Working Capital,LO024,Partner Referral
LN200907,BOR100675,2025-08-06,66000.0,6,0.232,Invoice Discounting,LO008,Partner Referral
LN200908,BOR100676,2026-07-09,89000.0,3,0.233,Working Capital,LO018,Branch
LN200910,BOR100677,2026-05-19,678000.0,9,0.239,Invoice Discounting,LO025,Mobile App
LN200912,BOR100678,2025-04-19,95000.0,6,0.182,Asset Finance,LO015,Branch
LN200913,BOR100678,2026-03-11,269000.0,12,0.168,Asset Finance,LO011,Branch
LN200914,BOR100678,2026-07-27,184000.0,3,0.189,Working Capital,LO002,Mobile App
LN200915,BOR100679,2025-07-15,134000.0,9,0.134,Working Capital,LO011,Mobile App
LN200916,BOR100680,2026-08-01,192000.0,9,0.142,Asset Finance,LO011,Partner Referral
LN200918,BOR100681,2025-03-07,384000.0,12,0.125,Working Capital,LO020,Partner Referral
LN200919,BOR100682,2026-04-07,102000.0,12,0.161,Working Capital,LO019,Partner Referral
LN200921,BOR100683,2025-11-23,38000.0,6,0.189,Asset Finance,LO018,Mobile App
LN200922,BOR100683,2026-05-16,36000.0,6,0.236,Asset Finance,LO004,Branch
LN200923,BOR100684,2026-01-13,86000.0,12,0.232,Working Capital,LO018,Mobile App
LN200924,BOR100685,2026-01-02,264000.0,12,0.182,Working Capital,LO025,Mobile App
LN200925,BOR100686,2025-08-21,65000.0,6,0.154,Invoice Discounting,LO022,Branch
LN200926,BOR100687,2026-03-22,60000.0,6,0.136,Working Capital,LO023,Mobile App
LN200927,BOR100687,2026-07-28,113000.0,6,0.146,Working Capital,LO003,Partner Referral
LN200928,BOR100688,2025-05-29,40000.0,9,0.154,Working Capital,LO010,Mobile App
LN200929,BOR100689,2025-05-09,242000.0,6,0.236,Working Capital,LO011,Partner Referral
LN200930,BOR100689,2025-12-29,134000.0,6,0.182,Invoice Discounting,LO009,Mobile App
LN200931,BOR100690,2025-04-24,211000.0,3,0.157,Asset Finance,LO017,Partner Referral
LN200932,BOR100690,2026-04-23,186000.0,12,0.186,Asset Finance,LO022,Branch
LN200933,BOR100691,2025-05-18,68000.0,12,0.201,Working Capital,LO014,Mobile App
LN200934,BOR100692,2025-04-01,174000.0,9,0.224,Working Capital,LO006,Branch
LN200935,BOR100692,2025-10-04,131000.0,6,0.182,Working Capital,LO012,Mobile App
LN200936,BOR100693,2025-06-15,80000.0,3,0.173,Working Capital,LO017,Branch
LN200937,BOR100694,2025-02-18,178000.0,3,0.158,Asset Finance,LO014,Mobile App
LN200938,BOR100694,2025-08-01,76000.0,12,0.154,Working Capital,LO014,Partner Referral
LN200939,BOR100695,2025-04-16,65000.0,12,0.177,Invoice Discounting,LO002,Mobile App
LN200940,BOR100695,2025-08-23,24000.0,3,0.202,Asset Finance,LO008,Mobile App
LN200941,BOR100696,2025-05-15,20000.0,3,0.148,Asset Finance,LO003,Branch
LN200942,BOR100697,2025-01-08,66000.0,12,0.152,Invoice Discounting,LO001,Mobile App
LN200943,BOR100698,2025-06-24,138000.0,12,0.121,Invoice Discounting,LO007,Partner Referral
LN200944,BOR100698,2026-05-07,156000.0,3,0.217,Asset Finance,LO023,Branch
LN200945,BOR100699,2026-07-07,352000.0,9,0.192,Working Capital,LO005,Mobile App
LN200946,BOR100700,2025-05-12,258000.0,3,0.233,Invoice Discounting,LO010,Mobile App
LN200947,BOR100701,2025-10-17,356000.0,3,0.191,Working Capital,LO008,Branch
LN200948,BOR100702,2026-01-10,24000.0,3,0.208,Working Capital,LO006,Branch
LN200949,BOR100703,2025-03-11,78000.0,3,0.197,Working Capital,LO019,Mobile App
LN200950,BOR100704,2026-04-15,65000.0,6,0.139,Asset Finance,LO024,Partner Referral
LN200951,BOR100705,2025-02-22,487000.0,12,0.198,Working Capital,LO021,Mobile App
LN200952,BOR100706,2025-02-14,354000.0,6,0.201,Working Capital,LO012,Mobile App
LN200953,BOR100707,2026-03-08,282000.0,12,0.191,Working Capital,LO023,Branch
LN200954,BOR100707,2026-07-30,101000.0,12,0.18,Working Capital,LO019,Branch
LN200956,BOR100708,2026-04-20,52000.0,6,0.183,Working Capital,LO015,Branch
LN200957,BOR100709,2025-09-25,23000.0,6,0.148,Working Capital,LO022,Mobile App
LN200958,BOR100710,2025-07-24,181000.0,12,0.154,Asset Finance,LO019,Mobile App
LN200959,BOR100711,2025-02-05,28000.0,3,0.158,Asset Finance,LO020,Partner Referral
LN200960,BOR100712,2025-07-04,45000.0,6,0.135,Working Capital,LO006,Mobile App
LN200961,BOR100713,2025-08-24,43000.0,6,0.224,Asset Finance,LO020,Partner Referral
LN200962,BOR100714,2025-06-14,428000.0,3,0.163,Working Capital,LO022,Branch
LN200963,BOR100714,2026-07-27,444000.0,9,0.208,Invoice Discounting,LO013,Branch
LN200964,BOR100715,2025-09-14,104000.0,12,0.189,Invoice Discounting,LO025,Mobile App
LN200965,BOR100716,2025-11-28,22000.0,6,0.187,Working Capital,LO001,Mobile App
LN200966,BOR100716,2026-07-07,20000.0,6,0.203,Working Capital,LO021,Mobile App
LN200967,BOR100717,2025-05-24,78000.0,12,0.161,Working Capital,LO003,Mobile App
LN200968,BOR100718,2026-02-04,95000.0,9,0.17,Invoice Discounting,LO025,Mobile App
LN200969,BOR100718,2026-07-13,61000.0,6,0.146,Working Capital,LO001,Branch
LN200970,BOR100719,2025-01-27,104000.0,9,0.208,Working Capital,LO009,Mobile App
LN200971,BOR100720,2025-06-30,39000.0,6,0.138,Working Capital,LO025,Mobile App
LN200972,BOR100721,2026-05-02,41000.0,3,0.219,Invoice Discounting,LO013,Mobile App
LN200973,BOR100722,2025-03-18,101000.0,18,0.216,Asset Finance,LO008,Branch
LN200974,BOR100722,2026-05-30,91000.0,6,0.235,Working Capital,LO022,Mobile App
LN200975,BOR100723,2025-02-06,25000.0,9,0.198,Working Capital,LO013,Mobile App
LN200976,BOR100723,2025-10-16,20000.0,6,0.205,Working Capital,LO014,Mobile App
LN200977,BOR100724,2026-03-18,62000.0,9,0.225,Working Capital,LO009,Branch
LN200978,BOR100725,2025-06-09,217000.0,18,0.189,Working Capital,LO018,Mobile App
LN200979,BOR100725,2025-11-21,195000.0,6,0.165,Asset Finance,LO008,Mobile App
LN200980,BOR100726,2025-10-24,69000.0,12,0.234,Working Capital,LO006,Branch
LN200981,BOR100727,2026-03-10,41000.0,18,0.133,Invoice Discounting,LO014,Mobile App
LN200982,BOR100728,2026-01-12,90000.0,12,0.129,Asset Finance,LO018,Mobile App
LN200983,BOR100729,2026-05-28,221000.0,12,0.185,Asset Finance,LO012,Mobile App
LN200984,BOR100730,2025-07-14,68000.0,6,0.152,Invoice Discounting,LO019,Mobile App
LN200985,BOR100730,2026-02-23,119000.0,6,0.185,Asset Finance,LO001,Partner Referral
LN200986,BOR100731,2026-03-27,20000.0,9,0.147,Working Capital,LO010,Mobile App
LN200987,BOR100731,2026-07-27,23000.0,6,0.198,Working Capital,LO016,Partner Referral
LN200989,BOR100732,2026-05-24,214000.0,12,0.168,Working Capital,LO011,Mobile App
LN200991,BOR100733,2025-01-23,20000.0,3,0.223,Working Capital,LO018,Partner Referral
LN200992,BOR100734,2026-04-07,153000.0,3,0.154,Asset Finance,LO020,Partner Referral
LN200993,BOR100735,2025-10-28,27000.0,9,0.123,Working Capital,LO020,Mobile App
LN200994,BOR100735,2026-03-27,86000.0,3,0.184,Working Capital,LO018,Mobile App
LN200995,BOR100736,2026-02-17,65000.0,9,0.156,Working Capital,LO013,Mobile App
LN200996,BOR100737,2026-06-02,118000.0,6,0.19,Working Capital,LO022,Mobile App
