borrower_id,sector,region,registration_date,business_age_months,monthly_revenue_kes,num_employees,gender_of_owner,bureau_score
BOR100704,Retail & Trade,Rural - Other,2017-09-01,36,102400.0,7,Male,576
BOR100705,Services,Rural - Other,2020-04-13,29,430300.0,21,Female,548
BOR100706,Retail & Trade,Kisumu,2025-12-29,27,206100.0,22,Female,619
BOR100707,Services,Nairobi,2020-11-24,30,160100.0,1,Female,634
BOR100708,Manufacturing,Eldoret,2021-12-21,83,55700.0,7,Female,595
BOR100709,Manufacturing,Rural - Other,2026-06-26,61,39400.0,18,Female,698
BOR100710,Transport & Logistics,Mombasa,2022-02-27,64,127000.0,19,Male,544
BOR100711,Services,Kisumu,2017-08-09,71,33800.0,24,Female,689
BOR100712,Transport & Logistics,Kisumu,2019-08-25,108,61900.0,14,Male,648
BOR100713,Transport & Logistics,Nairobi,2020-09-10,125,67500.0,1,Male,599
BOR100714,Construction,Eldoret,2020-07-16,77,223000.0,21,Female,572
BOR100715,Transport & Logistics,Mombasa,2016-09-29,94,57100.0,4,Female,818
BOR100716,Services,Rural - Other,2016-03-26,107,15000.0,3,Female,526
BOR100717,Manufacturing,Rural - Other,2019-01-31,101,104100.0,17,Male,627
BOR100718,Agriculture,Rural - Other,2025-08-31,22,44800.0,15,Female,532
BOR100719,Services,Mombasa,2023-05-15,142,75300.0,2,Male,761
BOR100720,Retail & Trade,Mombasa,2024-10-26,26,68800.0,5,Male,680
BOR100721,Construction,Eldoret,2017-01-13,61,60400.0,15,Male,539
BOR100722,Construction,Rural - Other,2019-11-01,95,127200.0,7,Male,646
BOR100723,Retail & Trade,Kisumu,2021-10-13,60,25000.0,17,Male,623
BOR100724,Transport & Logistics,Rural - Other,2020-01-25,37,50900.0,10,Male,554
BOR100725,Retail & Trade,Nairobi,2019-11-11,134,118000.0,15,Male,668
BOR100726,Transport & Logistics,Rural - Other,2019-03-14,13,47600.0,12,Male,635
BOR100727,Retail & Trade,Nairobi,2015-08-08,37,23700.0,9,Male,619
BOR100728,Manufacturing,Nairobi,2024-12-31,144,116800.0,9,Male,596
BOR100729,Services,Kisumu,2025-11-19,106,160500.0,17,Female,639
BOR100730,Transport & Logistics,Nairobi,2015-12-11,15,70900.0,13,Male,621
BOR100731,Manufacturing,Nairobi,2019-10-29,110,18500.0,15,Female,605
BOR100732,Construction,Nairobi,2021-01-15,140,119900.0,14,Male,542
BOR100733,Transport & Logistics,Kisumu,2024-02-23,16,22900.0,5,Female,752
BOR100734,Agriculture,Rural - Other,2026-07-06,61,90800.0,22,Male,505
BOR100735,Transport & Logistics,Nairobi,2019-11-09,69,39300.0,14,Male,638
BOR100736,Transport & Logistics,Nakuru,2023-09-27,21,32500.0,18,Male,571
BOR100737,Manufacturing,Rural - Other,2025-12-08,31,53700.0,22,Female,758
BOR100738,Transport & Logistics,Nairobi,2024-09-07,27,64300.0,23,Male,519
BOR100739,Construction,Nairobi,2018-05-22,29,46600.0,17,Male,534
BOR100740,Transport & Logistics,Rural - Other,2024-07-15,60,110400.0,19,Male,513
BOR100741,Transport & Logistics,Rural - Other,2019-10-23,68,53500.0,12,Male,629
BOR100742,Services,Kisumu,2015-03-16,36,145200.0,18,Male,476
BOR100743,Agriculture,Rural - Other,2023-11-08,44,89000.0,8,Male,557
BOR100744,Transport & Logistics,Nairobi,2024-09-29,30,44900.0,18,Female,406
BOR100745,Manufacturing,Mombasa,2019-01-04,116,39900.0,3,Male,622
BOR100746,Services,Eldoret,2020-04-05,33,23100.0,22,Female,555
BOR100747,Agriculture,Nairobi,2019-04-02,131,89600.0,6,Male,466
BOR100748,Agriculture,Eldoret,2016-05-13,79,57100.0,16,Male,698
BOR100749,Retail & Trade,Kisumu,2026-08-09,116,15000.0,1,Female,482
BOR100750,Construction,Eldoret,2015-04-07,93,50300.0,4,Female,672
BOR100751,Retail & Trade,Kisumu,2021-06-25,40,38900.0,24,Female,537
BOR100752,Retail & Trade,Mombasa,2015-03-05,88,220400.0,21,Male,744
BOR100753,Construction,Nairobi,2023-01-16,41,22200.0,6,Female,667
BOR100754,Services,Nairobi,2025-07-05,19,26700.0,4,Female,509
BOR100755,Manufacturing,Eldoret,2022-07-04,39,159100.0,20,Male,517
BOR100756,Transport & Logistics,Nairobi,2022-01-26,42,189000.0,24,Female,654
BOR100757,Manufacturing,Nairobi,2024-08-28,22,43400.0,5,Male,576
BOR100758,Retail & Trade,Nairobi,2026-05-14,6,47000.0,16,Female,585
BOR100759,Transport & Logistics,Nairobi,2025-01-20,137,112600.0,7,Female,715
BOR100760,Agriculture,Rural - Other,2017-09-13,75,15000.0,18,Female,533
BOR100761,Services,Mombasa,2021-07-28,60,19900.0,11,Female,608
BOR100762,Construction,Rural - Other,2024-07-20,135,60100.0,4,Female,686
BOR100763,Construction,Nairobi,2018-06-09,34,216400.0,8,Male,673
BOR100764,Manufacturing,Nakuru,2022-11-17,60,53900.0,13,Female,586
BOR100765,Transport & Logistics,Kisumu,2015-04-08,123,78500.0,20,Female,574
BOR100766,Services,Mombasa,2025-03-27,92,161700.0,1,Female,444
BOR100767,Manufacturing,Rural - Other,2022-03-02,59,319600.0,23,Female,505
BOR100768,Retail & Trade,Rural - Other,2023-09-02,39,48800.0,16,Male,629
BOR100769,Manufacturing,Rural - Other,2024-08-18,7,72300.0,22,Female,588
BOR100770,Services,Nairobi,2017-07-21,15,261800.0,23,Male,607
BOR100771,Construction,Nairobi,2020-04-03,25,25200.0,4,Female,694
BOR100772,Retail & Trade,Nakuru,2025-01-06,114,150100.0,3,Female,493
BOR100773,Transport & Logistics,Mombasa,2016-12-02,93,35900.0,19,Female,579
BOR100774,Construction,Eldoret,2024-08-05,64,78600.0,5,Female,617
BOR100775,Construction,Nakuru,2018-05-12,114,61700.0,4,Male,537
BOR100776,Manufacturing,Nakuru,2021-09-18,25,37400.0,12,Female,729
BOR100777,Retail & Trade,Rural - Other,2020-12-13,32,36700.0,22,Female,682
BOR100778,Agriculture,Eldoret,2023-01-04,58,88700.0,20,Male,626
BOR100779,Construction,Nairobi,2024-10-05,133,146800.0,13,Male,761
BOR100780,Construction,Nairobi,2019-01-26,90,66800.0,5,Male,465
BOR100781,Services,Nakuru,2017-01-01,123,76800.0,9,Male,599
BOR100782,Retail & Trade,Kisumu,2019-12-07,38,109100.0,17,Male,633
BOR100783,Retail & Trade,Nairobi,2022-02-21,123,37000.0,4,Male,518
BOR100784,Manufacturing,Mombasa,2023-10-03,13,122700.0,13,Male,627
BOR100785,Services,Eldoret,2023-10-16,35,129800.0,1,Female,500
BOR100786,Retail & Trade,Rural - Other,2018-12-19,77,452500.0,8,Male,662
BOR100787,Transport & Logistics,Nakuru,2025-12-02,10,56200.0,6,Female,695
BOR100788,Services,Mombasa,2015-12-21,124,53100.0,17,Male,625
BOR100789,Retail & Trade,Nairobi,2016-05-12,126,125300.0,22,Male,433
BOR100790,Retail & Trade,Kisumu,2015-04-16,79,129800.0,4,Female,513
BOR100791,Manufacturing,Mombasa,2025-10-22,46,50300.0,20,Male,651
BOR100792,Transport & Logistics,Nakuru,2017-02-06,17,55100.0,16,Male,602
BOR100793,Transport & Logistics,Eldoret,2022-01-06,90,106800.0,24,Female,358
BOR100794,Manufacturing,Nairobi,2024-06-25,79,41000.0,22,Male,712
BOR100795,Agriculture,Nairobi,2023-12-11,110,54900.0,3,Male,612
BOR100796,Construction,Nairobi,2026-01-26,88,77900.0,18,Male,526
BOR100797,Manufacturing,Rural - Other,2015-08-18,21,146800.0,15,Female,690
BOR100798,Agriculture,Nakuru,2019-10-01,20,47900.0,3,Female,539
BOR100799,Manufacturing,Nairobi,2020-11-26,113,20100.0,7,Male,538
BOR100800,Retail & Trade,Rural - Other,2023-02-14,25,19100.0,23,Female,632
BOR100801,Agriculture,Kisumu,2022-04-07,136,30300.0,14,Female,760
BOR100802,Services,Kisumu,2021-07-13,18,29200.0,9,Female,746
BOR100803,Construction,Rural - Other,2018-07-31,106,65600.0,8,Female,632
BOR100804,Transport & Logistics,Nairobi,2016-03-29,141,31800.0,21,Male,642
BOR100805,Transport & Logistics,Nairobi,2020-01-14,65,44700.0,7,Male,671
BOR100806,Services,Nakuru,2018-01-11,11,42500.0,4,Male,487
BOR100807,Retail & Trade,Nairobi,2021-06-19,127,53700.0,14,Male,658
BOR100808,Manufacturing,Eldoret,2024-04-19,29,184600.0,24,Female,534
BOR100809,Construction,Nairobi,2021-06-12,77,116200.0,5,Female,629
BOR100810,Retail & Trade,Nairobi,2021-10-20,142,74000.0,7,Female,580
BOR100811,Construction,Nairobi,2015-06-28,108,53000.0,12,Female,645
BOR100812,Transport & Logistics,Kisumu,2022-07-09,9,54000.0,5,Female,611
BOR100813,Agriculture,Nairobi,2020-02-16,119,92000.0,16,Female,323
BOR100814,Transport & Logistics,Nairobi,2016-06-11,25,110100.0,7,Female,616
BOR100815,Construction,Rural - Other,2017-06-30,109,38700.0,4,Female,658
BOR100816,Retail & Trade,Mombasa,2024-02-09,91,75000.0,7,Male,640
BOR100817,Retail & Trade,Mombasa,2025-09-11,43,17600.0,23,Male,591
BOR100818,Services,Nairobi,2020-12-03,63,84800.0,23,Male,748
BOR100819,Construction,Mombasa,2026-05-24,19,124700.0,13,Male,628
BOR100820,Retail & Trade,Nairobi,2017-02-06,143,60100.0,10,Male,639
BOR100821,Services,Nakuru,2018-06-30,36,260800.0,20,Female,694
BOR100822,Retail & Trade,Nairobi,2025-11-07,46,39500.0,5,Male,633
BOR100823,Services,Rural - Other,2017-01-16,74,85200.0,16,Female,519
BOR100824,Services,Rural - Other,2022-09-10,98,71300.0,17,Female,381
BOR100825,Retail & Trade,Nairobi,2017-07-24,74,68200.0,18,Female,557
BOR100826,Transport & Logistics,Nairobi,2018-11-12,74,67500.0,6,Female,668
BOR100827,Construction,Nairobi,2020-07-28,85,78800.0,18,Female,568
BOR100828,Construction,Nakuru,2019-03-14,124,132400.0,15,Male,672
BOR100829,Retail & Trade,Nairobi,2025-03-15,59,191800.0,22,Male,613
BOR100830,Agriculture,Rural - Other,2026-05-08,121,73000.0,5,Male,716
BOR100831,Agriculture,Eldoret,2020-10-31,114,129400.0,15,Male,573
BOR100832,Manufacturing,Rural - Other,2021-02-15,139,44700.0,20,Male,642
BOR100833,Retail & Trade,Kisumu,2015-08-25,132,125000.0,7,Female,646
BOR100834,Construction,Rural - Other,2017-09-24,116,42900.0,18,Male,735
BOR100835,Transport & Logistics,Nairobi,2015-06-19,38,156900.0,3,Male,446
BOR100836,Transport & Logistics,Mombasa,2024-12-29,112,343700.0,18,Female,559
BOR100837,Agriculture,Mombasa,2017-08-26,107,67100.0,15,Female,676
BOR100838,Retail & Trade,Rural - Other,2018-12-22,44,15800.0,5,Male,739
BOR100839,Construction,Nakuru,2024-10-31,99,49800.0,2,Male,622
BOR100840,Agriculture,Rural - Other,2023-04-28,38,173200.0,18,Female,574
BOR100841,Services,Nairobi,2022-04-02,77,107700.0,6,Male,668
BOR100842,Construction,Rural - Other,2015-06-13,116,87100.0,12,Female,678
BOR100843,Retail & Trade,Kisumu,2021-07-26,29,148200.0,2,Female,568
BOR100844,Retail & Trade,Kisumu,2021-07-17,50,102700.0,24,Female,630
BOR100845,Retail & Trade,Rural - Other,2018-09-21,115,171500.0,14,Female,706
BOR100846,Retail & Trade,Mombasa,2023-09-10,67,139200.0,23,Male,770
BOR100847,Retail & Trade,Mombasa,2025-11-04,139,212200.0,4,Female,667
BOR100848,Transport & Logistics,Nakuru,2018-01-08,4,94000.0,5,Male,604
BOR100849,Services,Nairobi,2018-11-12,105,137800.0,15,Female,595
